service_id,vehicle_id,service_date,service_type,technician,cost_inr,days_taken
S02063,V0522,2026-02-23,Oil Change,A. Verma,1673.06,2
S02064,V0077,2025-01-27,Software Update,M. Khan,798.17,1
S02065,V0078,2024-09-10,General Service,D. Singh,3023.95,1
S02066,V0160,2026-02-03,Body Repair,N. Gupta,14807.03,3
S02067,V0109,2025-11-19,Software Update,M. Khan,594.43,1
S02068,V0191,2026-05-16,Battery Check,A. Verma,1543.05,1
S02069,V0444,2026-03-17,Oil Change,A. Verma,2088.09,5
S02070,V0329,2026-07-01,Insurance Claim,N. Gupta,37738.45,2
S02071,V0508,2026-02-23,Body Repair,N. Gupta,14958.93,2
S02072,V0063,2026-04-04,Oil Change,A. Verma,2297.11,1
S02073,V0203,2025-09-30,Software Update,A. Verma,823.47,1
S02074,V0193,2026-07-19,Brake Repair,M. Khan,6273.37,1
S02075,V0405,2026-07-04,Insurance Claim,P. Nair,28585.42,5
S02076,V0519,2025-03-20,Brake Repair,P. Nair,2934.2,3
S02077,V0247,2026-08-16,General Service,P. Nair,3727.95,2
S02078,V0166,2025-09-16,Brake Repair,D. Singh,5225.92,1
S02079,V0441,2025-06-27,Battery Check,N. Gupta,1267.4,1
S02080,V0091,2026-01-29,AC Repair,D. Singh,2912.62,1
S02081,V0269,2026-03-07,AC Repair,N. Gupta,3863.31,3
S02082,V0512,2025-02-28,Tyre Replacement,D. Singh,6972.69,2
S02083,V0234,2026-07-24,General Service,D. Singh,2672.63,5
S02084,V0477,2025-07-29,Motor Repair,K. Reddy,16634.37,7
S02085,V0476,2026-08-17,General Service,K. Reddy,3987.46,5
S02086,V0026,2025-02-12,Brake Repair,K. Reddy,5775.17,1
S02087,V0410,2026-06-16,General Service,S. Iyer,2666.81,1
S02088,V0189,2025-03-15,Brake Repair,N. Gupta,5583.73,1
S02089,V0278,2026-01-02,Software Update,K. Reddy,510.89,1
S02090,V0311,2025-03-10,Oil Change,N. Gupta,2050.69,7
S02091,V0444,2026-08-22,Software Update,S. Iyer,1306.61,7
S02092,V0062,2026-03-08,AC Repair,A. Verma,3232.89,3
S02093,V0489,2025-03-26,Software Update,,562.66,7
S02094,V0222,2025-10-13,Software Update,P. Nair,617.42,1
S02095,V0347,2024-09-19,Software Update,A. Verma,494.9,1
S02096,V0543,2025-03-10,Motor Repair,S. Iyer,10880.0,3
S02097,V0485,2025-03-06,Brake Repair,K. Reddy,3655.35,2
S02098,V0215,2025-02-21,AC Repair,D. Singh,1778.18,7
S02099,V0288,2025-12-12,Motor Repair,M. Khan,15082.0,1
S02100,V0330,2026-03-09,Insurance Claim,M. Khan,32894.93,2
S02101,V0256,2024-08-31,Motor Repair,R. Sharma,10234.28,3
S02102,V0524,2025-04-03,Battery Check,S. Iyer,2297.62,3
S02103,V0084,2025-12-18,Suspension Work,P. Nair,8251.44,1
S02104,V0461,2026-04-25,Software Update,P. Nair,1088.56,1
S02105,V0373,2026-05-03,General Service,M. Khan,1924.39,1
S02106,V0336,2025-07-12,AC Repair,N. Gupta,4546.79,1
S02107,V0280,2024-09-03,AC Repair,D. Singh,2162.38,2
S02108,V0193,2024-08-28,Body Repair,P. Nair,15739.04,1
S02109,V0200,2024-09-18,Suspension Work,P. Nair,7421.01,2
S02110,V0386,2025-05-11,Software Update,R. Sharma,954.91,2
S02111,V0268,2025-12-01,Oil Change,R. Sharma,1059.38,5
S02112,V0081,2025-10-02,AC Repair,S. Iyer,2403.54,7
S02113,V0392,2025-06-16,Brake Repair,D. Singh,5077.93,1
S02114,V0281,,General Service,N. Gupta,1670.2,2
S02115,V0167,2024-10-19,Battery Check,A. Verma,1743.18,1
S02116,V0335,2026-06-08,Suspension Work,S. Iyer,3650.51,3
S02117,V0385,2025-09-29,Software Update,D. Singh,1037.49,5
S02118,V0183,2026-07-19,AC Repair,R. Sharma,1990.16,2
S02119,V0332,2025-07-09,Body Repair,R. Sharma,14319.66,1
S02120,V0136,2025-02-26,Oil Change,S. Iyer,2194.15,1
S02121,V0105,2026-03-20,Software Update,A. Verma,604.9,3
S02122,V0366,2025-02-27,Motor Repair,A. Verma,18055.64,7
S02123,V0411,2025-08-18,Software Update,K. Reddy,872.92,1
S02124,V0092,2025-02-04,Oil Change,A. Verma,1460.53,2
S02125,V0233,2024-12-27,Battery Check,R. Sharma,970.51,2
S02126,V0491,2026-05-20,Oil Change,S. Iyer,563.55,1
S02127,V0513,2025-12-14,Software Update,R. Sharma,897.9,2
S02128,V0505,2025-02-08,General Service,K. Reddy,1130.8,1
S02129,V0042,2025-12-13,Oil Change,M. Khan,1860.07,2
S02130,V0504,2025-01-03,General Service,A. Verma,2269.48,3
S02131,V0522,2025-08-27,Brake Repair,S. Iyer,5198.34,1
S02132,V0289,2025-07-09,Tyre Replacement,,5365.7,5
S02133,V0164,2025-04-10,Oil Change,P. Nair,1592.45,3
S02134,V0201,2025-09-30,AC Repair,K. Reddy,4396.54,1
S02135,V0293,2025-02-04,General Service,,2793.18,5
S02136,V0210,2026-07-18,Brake Repair,A. Verma,4664.75,2
S02137,V0205,2026-08-17,Body Repair,P. Nair,13970.92,2
S02138,V0311,2026-08-04,AC Repair,M. Khan,1618.92,2
S02139,V0223,2024-09-02,Battery Check,M. Khan,1897.31,1
S02140,V0342,2026-05-01,Oil Change,K. Reddy,2185.86,3
S02141,V0469,2026-05-04,Software Update,S. Iyer,515.33,7
S02142,V0492,2025-09-21,Suspension Work,M. Khan,6402.0,1
S02143,V0110,,General Service,R. Sharma,2465.61,1
S02144,V0281,2025-02-09,General Service,K. Reddy,2382.32,1
S02145,V0100,2024-11-09,General Service,M. Khan,2792.13,5
S02146,V0382,2025-08-27,General Service,R. Sharma,3752.45,2
S02147,V0036,2024-11-12,Battery Check,P. Nair,2067.93,7
S02148,V0210,2024-10-17,Battery Check,R. Sharma,811.08,7
S02149,V0179,2025-01-18,Software Update,N. Gupta,974.18,2
S02150,V0277,2025-10-12,General Service,N. Gupta,3662.82,1
S02151,V0157,2026-04-20,General Service,K. Reddy,2838.46,1
S02152,V0039,2026-01-01,Motor Repair,N. Gupta,20727.65,5
S02153,V0180,2024-10-13,General Service,R. Sharma,4260.74,1
S02154,V0288,2025-06-29,Tyre Replacement,M. Khan,8149.79,2
S02155,V0025,2025-03-16,Software Update,M. Khan,869.81,7
S02156,V0002,2024-09-09,General Service,K. Reddy,3414.45,7
S02157,V0238,2025-11-08,Battery Check,D. Singh,1576.07,7
S02158,V0484,2025-05-12,General Service,D. Singh,2520.92,1
S02159,V0329,2026-08-04,Software Update,K. Reddy,701.6,3
S02160,V0479,2026-06-08,AC Repair,S. Iyer,5415.18,7
S02161,V0418,2025-05-22,AC Repair,A. Verma,2497.42,2
S02162,V0141,2026-07-11,AC Repair,N. Gupta,5377.15,7
S02163,V0169,2025-03-24,General Service,S. Iyer,2937.38,3
S02164,V0164,2024-09-13,Oil Change,K. Reddy,918.44,1
S02165,V0430,2025-05-18,Battery Check,,1693.02,1
S02166,V0533,2025-03-22,Battery Check,P. Nair,397.49,1
S02167,V0233,2024-12-09,Insurance Claim,D. Singh,30473.2,7
S02168,V0120,2025-10-28,AC Repair,D. Singh,4584.41,5
S02169,V0536,2024-11-07,Insurance Claim,M. Khan,19816.89,3
S02170,V0418,2025-01-23,General Service,N. Gupta,2608.1,1
S02171,V0193,2025-04-07,General Service,,4209.89,1
S02172,V0508,2026-01-27,Brake Repair,P. Nair,3456.55,2
S02173,V0416,2026-02-15,Tyre Replacement,,3776.29,1
S02174,V0196,2026-03-17,Motor Repair,A. Verma,22778.73,2
S02175,V0191,2026-01-25,Brake Repair,N. Gupta,7085.0,1
S02176,V0433,2026-07-10,AC Repair,R. Sharma,3504.53,2
S02177,V0352,2025-05-25,Motor Repair,K. Reddy,20310.18,7
S02178,V0043,2025-10-21,Insurance Claim,R. Sharma,36737.91,7
S02179,V0328,2025-12-15,Software Update,K. Reddy,592.1,1
S02180,V0433,2024-12-09,Body Repair,D. Singh,9961.72,7
S02181,V0028,2026-03-02,Brake Repair,A. Verma,6009.39,7
S02182,V0259,2025-12-09,Oil Change,A. Verma,2861.56,7
S02183,V0389,2026-07-21,Brake Repair,R. Sharma,5027.43,3
S02184,V0318,2026-07-23,Suspension Work,N. Gupta,4844.45,2
S02185,V0421,2026-08-17,Oil Change,R. Sharma,3051.85,7
S02186,V0071,2025-10-09,Motor Repair,K. Reddy,12212.4,1
S02187,V0260,2026-08-21,General Service,N. Gupta,2206.75,1
S02188,V0463,2025-11-25,Tyre Replacement,R. Sharma,6718.91,2
S02189,V0340,2026-02-09,Software Update,A. Verma,1235.16,2
S02190,V0494,2025-09-19,Software Update,S. Iyer,1039.11,5
S02191,V0045,2024-11-18,Brake Repair,N. Gupta,4809.85,2
S02192,V0456,2026-05-26,Software Update,S. Iyer,929.72,1
S02193,V0449,2026-03-28,Motor Repair,K. Reddy,15228.45,1
S02194,V0538,2025-11-08,AC Repair,A. Verma,4183.72,5
S02195,V0486,2025-12-16,General Service,K. Reddy,300.0,1
S02196,V0067,2025-09-06,General Service,D. Singh,2240.47,7
S02197,V0411,2025-04-10,Suspension Work,S. Iyer,7591.24,1
S02198,V0025,2025-01-11,Software Update,M. Khan,477.72,7
S02199,V0383,2025-10-16,Battery Check,S. Iyer,1702.82,5
S02200,V0119,2026-06-18,Oil Change,S. Iyer,1671.18,2
S01271,V0395,2026-06-13,Software Update,N. Gupta,763.25,5
S01482,V0029,2025-06-10,Tyre Replacement,K. Reddy,3955.55,1
S01833,V0400,2026-02-08,Software Update,R. Sharma,896.26,1
S00294,V0075,2025-05-26,Battery Check,,1700.77,2
S01308,V0090,2026-05-02,Brake Repair,S. Iyer,3832.43,2
S01775,V0484,2025-03-21,Oil Change,P. Nair,1796.47,1
S01764,V0163,2025-12-16,Software Update,D. Singh,939.37,2
S00995,V0384,2025-05-14,Tyre Replacement,S. Iyer,4735.35,1
S00425,V0390,2026-07-06,Suspension Work,A. Verma,5906.85,3
S01533,V0022,2025-08-18,Motor Repair,P. Nair,7419.76,2
